-54.63	-83.74	1.86
-16.26	98.65	1.76
78.62	-61.78	1.67
-99.7	-7.53	1.57
68.45	72.89	1.48
-1.26	-99.98	1.38
-66.6	74.59	1.29
99.49	-10.04	1.19
-80.15	-59.79	1.1
18.74	98.22	1
52.52	-85.1	0.9
-96.2	27.29	0.81
89.38	44.84	0.71
-35.64	-93.43	0.62
-36.81	92.98	0.52
89.94	-43.71	0.43
-95.85	-28.5	0.33
51.44	85.75	0.24
19.97	-97.99	0.14
-80.9	58.78	0.05
